latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.13181,117.08737,371.0,28800,Asia/Shanghai,CST

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2022-01-01,3,19.4,8.0,14.0,19.1,6.5,13.3,2022-01-01T06:57,2022-01-01T17:33,38175.30,28046.23,0.00,0.00,0.00,0.0,7.9,22.0,29,11.33,1.98
2022-01-02,51,19.2,11.3,14.5,19.2,10.0,13.7,2022-01-02T06:57,2022-01-02T17:34,38197.40,27213.35,0.40,0.40,0.00,4.0,11.1,30.2,49,11.42,1.92
2022-01-03,3,20.3,8.6,13.9,20.7,7.9,13.4,2022-01-03T06:57,2022-01-03T17:34,38221.41,31989.33,0.00,0.00,0.00,0.0,8.8,24.8,84,12.95,2.19
2022-01-04,3,21.9,9.1,14.9,21.5,8.0,14.3,2022-01-04T06:57,2022-01-04T17:35,38247.61,34696.22,0.00,0.00,0.00,0.0,8.0,21.2,18,14.28,2.43
2022-01-05,53,22.4,12.3,16.3,22.4,12.0,16.6,2022-01-05T06:58,2022-01-05T17:36,38276.07,25200.00,2.20,2.20,0.00,6.0,9.5,28.1,347,11.69,2.09
2022-01-06,3,17.7,10.0,13.7,16.5,8.4,12.4,2022-01-06T06:58,2022-01-06T17:36,38306.71,23917.63,0.00,0.00,0.00,0.0,16.1,40.7,35,8.99,1.54
2022-01-07,3,17.7,8.9,13.2,16.6,7.1,11.9,2022-01-07T06:58,2022-01-07T17:37,38339.46,29456.75,0.00,0.00,0.00,0.0,10.7,29.5,41,10.90,1.87
2022-01-08,3,19.1,8.2,13.5,18.9,6.5,12.5,2022-01-08T06:58,2022-01-08T17:38,38374.28,34632.39,0.00,0.00,0.00,0.0,10.2,29.2,49,13.22,2.13
2022-01-09,51,17.0,9.1,12.6,17.0,8.5,11.9,2022-01-09T06:58,2022-01-09T17:38,38411.05,7517.42,0.30,0.30,0.00,2.0,10.7,27.0,58,5.95,1.16
2022-01-10,55,16.6,10.0,12.9,16.0,8.5,12.3,2022-01-10T06:58,2022-01-10T17:39,38449.74,5423.27,3.60,3.60,0.00,8.0,8.6,23.4,332,5.17,1.03
2022-01-11,51,14.0,6.9,10.3,11.8,3.5,7.5,2022-01-11T06:58,2022-01-11T17:40,38490.27,31348.43,0.20,0.20,0.00,1.0,19.4,49.0,36,11.94,1.90
2022-01-12,51,14.1,8.8,10.8,11.9,6.2,8.9,2022-01-12T06:58,2022-01-12T17:41,38532.55,1332.90,0.10,0.10,0.00,1.0,9.3,25.9,233,5.58,1.19
2022-01-13,2,15.3,5.0,9.7,12.1,3.2,7.3,2022-01-13T06:58,2022-01-13T17:41,38576.53,34413.86,0.00,0.00,0.00,0.0,10.5,30.6,40,14.07,2.24
2022-01-14,51,16.0,4.1,10.4,14.0,1.5,8.5,2022-01-14T06:58,2022-01-14T17:42,38622.13,20804.51,0.20,0.20,0.00,2.0,7.8,24.5,155,9.89,1.69
2022-01-15,51,19.6,9.1,14.3,19.6,8.1,14.0,2022-01-15T06:58,2022-01-15T17:43,38669.28,22198.08,0.40,0.40,0.00,3.0,7.6,20.9,189,10.61,1.79
2022-01-16,51,20.6,11.9,16.1,21.3,11.6,16.5,2022-01-16T06:58,2022-01-16T17:44,38717.92,12073.31,0.60,0.60,0.00,3.0,8.1,24.5,219,7.72,1.49
2022-01-17,51,17.2,12.0,14.3,17.6,11.0,14.2,2022-01-17T06:58,2022-01-17T17:45,38767.97,622.88,0.50,0.50,0.00,4.0,12.2,31.0,26,4.83,0.94
2022-01-18,51,14.7,11.0,12.5,13.9,9.9,11.6,2022-01-18T06:58,2022-01-18T17:45,38819.37,0.00,0.60,0.60,0.00,5.0,8.7,23.0,21,4.96,0.93
2022-01-19,3,17.5,9.6,12.8,15.6,7.9,11.1,2022-01-19T06:58,2022-01-19T17:46,38872.05,30047.46,0.00,0.00,0.00,0.0,12.2,34.2,37,12.90,2.19
2022-01-20,3,20.9,7.3,12.9,19.9,5.2,11.4,2022-01-20T06:58,2022-01-20T17:47,38925.93,33514.58,0.00,0.00,0.00,0.0,10.6,31.3,16,15.99,2.62
2022-01-21,3,21.1,9.4,14.3,20.4,7.5,13.2,2022-01-21T06:58,2022-01-21T17:48,38980.97,31775.92,0.00,0.00,0.00,0.0,9.3,26.6,35,12.54,2.24
2022-01-22,61,15.2,11.1,12.9,15.4,10.1,12.6,2022-01-22T06:58,2022-01-22T17:48,39037.09,434.82,13.20,13.20,0.00,18.0,9.7,29.9,20,3.96,0.69
2022-01-23,53,20.0,13.2,16.2,20.4,13.7,17.0,2022-01-23T06:57,2022-01-23T17:49,39094.23,7406.56,2.00,2.00,0.00,12.0,10.7,29.2,226,6.65,1.24
2022-01-24,53,19.0,13.4,15.8,19.3,13.5,16.3,2022-01-24T06:57,2022-01-24T17:50,39152.93,9370.40,2.10,2.10,0.00,7.0,11.2,29.2,34,7.51,1.35
2022-01-25,51,21.5,11.6,16.3,21.3,11.2,16.5,2022-01-25T06:57,2022-01-25T17:50,39213.40,33236.52,0.90,0.90,0.00,6.0,10.8,30.6,25,11.36,2.03
2022-01-26,51,21.7,14.0,17.3,21.5,14.9,17.9,2022-01-26T06:57,2022-01-26T17:51,39275.55,23421.79,0.20,0.20,0.00,2.0,11.3,31.3,211,10.06,1.95
2022-01-27,51,23.4,14.5,18.0,24.7,15.3,19.1,2022-01-27T06:56,2022-01-27T17:52,39339.29,29861.04,0.20,0.20,0.00,2.0,8.1,28.1,204,11.94,2.17
2022-01-28,51,19.8,14.9,16.6,21.1,15.2,17.5,2022-01-28T06:56,2022-01-28T17:53,39404.52,4582.26,2.70,2.70,0.00,9.0,9.4,23.0,26,5.48,1.05
2022-01-29,53,18.5,10.6,14.4,19.0,8.7,14.2,2022-01-29T06:56,2022-01-29T17:53,39471.14,7200.00,3.80,3.80,0.00,11.0,11.4,29.2,31,5.24,0.97
2022-01-30,55,12.6,5.1,8.7,9.8,1.8,6.1,2022-01-30T06:55,2022-01-30T17:54,39539.06,34984.04,3.40,3.40,0.00,6.0,15.8,42.8,39,14.91,1.98
2022-01-31,63,10.6,3.1,6.8,7.9,-0.2,4.0,2022-01-31T06:55,2022-01-31T17:55,39608.21,6518.66,10.80,10.80,0.00,9.0,12.0,32.0,35,4.90,0.90
2022-02-01,63,10.8,7.1,9.0,9.4,5.1,7.4,2022-02-01T06:54,2022-02-01T17:56,39678.46,0.00,19.60,19.60,0.00,22.0,11.6,29.9,29,2.98,0.48
2022-02-02,53,13.0,10.0,11.4,12.3,9.1,10.7,2022-02-02T06:54,2022-02-02T17:56,39749.77,0.00,5.70,5.70,0.00,17.0,11.8,27.7,18,3.18,0.56
2022-02-03,63,12.4,8.9,10.2,11.5,7.3,9.0,2022-02-03T06:53,2022-02-03T17:57,39822.01,0.00,25.00,25.00,0.00,15.0,11.2,30.2,41,3.41,0.60
2022-02-04,51,10.6,7.5,8.8,8.1,5.2,6.4,2022-02-04T06:53,2022-02-04T17:58,39895.12,0.00,0.40,0.40,0.00,4.0,13.3,33.1,48,4.81,0.88
2022-02-05,3,14.0,7.2,10.2,12.9,4.6,8.2,2022-02-05T06:52,2022-02-05T17:58,39969.01,6987.27,0.00,0.00,0.00,0.0,10.2,28.1,32,8.19,1.41
2022-02-06,61,15.3,8.6,11.5,14.5,7.1,10.4,2022-02-06T06:52,2022-02-06T17:59,40043.59,132.75,4.20,4.20,0.00,8.0,7.9,21.6,35,6.06,1.12
2022-02-07,63,14.8,10.2,11.9,14.9,8.6,11.5,2022-02-07T06:51,2022-02-07T18:00,40118.78,623.05,10.60,10.60,0.00,19.0,10.2,42.5,17,4.43,0.78
2022-02-08,51,14.3,6.3,9.5,12.5,3.5,7.2,2022-02-08T06:51,2022-02-08T18:01,40194.51,16593.60,0.30,0.30,0.00,1.0,13.9,36.7,31,9.92,1.51
2022-02-09,51,14.2,8.4,11.3,14.5,6.6,10.5,2022-02-09T06:50,2022-02-09T18:01,40270.69,6350.22,2.60,2.60,0.00,13.0,8.9,25.9,12,4.50,0.80
2022-02-10,51,18.7,9.6,13.3,19.9,8.1,13.0,2022-02-10T06:49,2022-02-10T18:02,40347.24,10011.56,0.30,0.30,0.00,3.0,8.9,21.2,23,8.78,1.52
2022-02-11,55,22.5,12.9,16.4,22.0,12.9,16.6,2022-02-11T06:49,2022-02-11T18:03,40424.09,24690.74,1.50,1.50,0.00,3.0,13.3,34.9,215,12.15,2.22
2022-02-12,3,21.5,13.0,16.7,22.1,12.7,17.0,2022-02-12T06:48,2022-02-12T18:03,40501.18,28800.00,0.00,0.00,0.00,0.0,8.7,23.4,55,13.02,2.33
2022-02-13,61,15.1,10.1,13.1,15.0,8.9,12.7,2022-02-13T06:48,2022-02-13T18:04,40579.09,2004.35,12.20,12.20,0.00,21.0,12.8,33.5,34,3.88,0.68
2022-02-14,55,18.0,8.2,11.7,17.4,6.1,10.0,2022-02-14T06:47,2022-02-14T18:04,40658.12,37912.62,1.50,1.50,0.00,3.0,16.1,41.0,41,17.27,2.58
2022-02-15,3,17.6,5.8,11.9,16.5,3.5,10.6,2022-02-15T06:46,2022-02-15T18:05,40738.19,30322.38,0.00,0.00,0.00,0.0,7.6,20.2,48,12.97,2.10
2022-02-16,51,18.3,9.6,13.8,18.1,8.7,13.4,2022-02-16T06:45,2022-02-16T18:06,40819.20,13834.51,0.80,0.80,0.00,4.0,8.8,24.1,55,9.17,1.68
2022-02-17,61,16.1,10.7,13.3,16.2,9.9,13.2,2022-02-17T06:45,2022-02-17T18:06,40901.07,3600.00,7.50,7.50,0.00,15.0,8.4,19.4,43,5.48,1.05
2022-02-18,61,14.6,10.5,12.5,15.2,9.4,12.2,2022-02-18T06:44,2022-02-18T18:07,40983.72,1806.67,10.30,10.30,0.00,17.0,9.7,24.1,32,3.90,0.75
2022-02-19,63,11.2,5.7,9.2,10.4,2.4,7.0,2022-02-19T06:43,2022-02-19T18:08,41067.09,1329.03,20.70,20.70,0.00,24.0,16.0,44.3,44,4.00,0.58
2022-02-20,61,5.4,2.9,3.9,1.9,-0.9,-0.0,2022-02-20T06:42,2022-02-20T18:08,41151.09,0.00,32.50,32.50,0.00,24.0,20.2,50.8,37,2.31,0.29
2022-02-21,61,6.2,2.1,4.1,3.3,-2.0,0.7,2022-02-21T06:41,2022-02-21T18:09,41235.64,0.00,23.20,23.20,0.00,23.0,15.9,41.4,36,3.48,0.45
2022-02-22,63,9.2,4.9,6.8,6.9,1.7,4.2,2022-02-22T06:41,2022-02-22T18:09,41320.68,257.21,7.90,7.90,0.00,12.0,14.0,35.6,35,4.40,0.64
2022-02-23,55,9.7,6.2,7.5,7.1,3.4,4.8,2022-02-23T06:40,2022-02-23T18:10,41406.11,3600.00,3.00,3.00,0.00,9.0,16.0,39.6,41,6.83,1.02
2022-02-24,3,13.4,4.6,9.0,11.3,1.5,6.7,2022-02-24T06:39,2022-02-24T18:10,41491.89,33937.82,0.00,0.00,0.00,0.0,13.6,35.3,40,14.79,2.14
2022-02-25,3,17.2,8.2,11.7,16.9,6.4,10.6,2022-02-25T06:38,2022-02-25T18:11,41577.92,31311.17,0.00,0.00,0.00,0.0,6.8,21.2,99,13.70,2.22
2022-02-26,3,21.6,5.9,13.4,21.9,4.3,12.7,2022-02-26T06:37,2022-02-26T18:12,41664.14,38963.42,0.00,0.00,0.00,0.0,8.9,24.1,299,18.28,3.18
2022-02-27,3,22.4,8.4,14.8,22.8,6.8,14.3,2022-02-27T06:36,2022-02-27T18:12,41750.48,32623.65,0.00,0.00,0.00,0.0,10.8,31.0,169,16.42,2.99
2022-02-28,3,23.3,9.3,16.1,23.9,8.6,16.2,2022-02-28T06:35,2022-02-28T18:13,41836.87,38742.72,0.00,0.00,0.00,0.0,14.5,40.0,224,19.56,3.55
2022-03-01,3,24.2,13.3,18.8,24.9,13.6,19.7,2022-03-01T06:34,2022-03-01T18:13,41923.24,31863.84,0.00,0.00,0.00,0.0,7.6,22.7,211,14.75,2.89
2022-03-02,51,21.9,15.2,17.5,23.8,16.0,18.6,2022-03-02T06:34,2022-03-02T18:14,42009.51,13899.55,0.60,0.60,0.00,4.0,9.3,24.5,37,7.82,1.49
2022-03-03,51,25.0,14.9,19.0,26.5,15.9,20.0,2022-03-03T06:33,2022-03-03T18:14,42095.63,38365.81,0.10,0.10,0.00,1.0,10.7,29.2,206,17.88,3.45
2022-03-04,51,25.5,13.4,18.8,27.8,13.4,20.0,2022-03-04T06:32,2022-03-04T18:15,42181.55,38945.11,0.10,0.10,0.00,1.0,9.6,33.1,228,18.27,3.43
2022-03-05,61,22.5,14.8,18.3,24.6,15.4,20.0,2022-03-05T06:31,2022-03-05T18:15,42267.81,34113.93,4.00,4.00,0.00,8.0,6.9,23.8,16,12.28,2.27
2022-03-06,51,20.0,14.9,17.1,20.7,15.0,17.9,2022-03-06T06:30,2022-03-06T18:16,42354.70,14466.68,1.00,1.00,0.00,7.0,8.8,26.3,187,9.71,1.86
2022-03-07,61,17.3,8.6,13.9,15.1,6.6,12.6,2022-03-07T06:29,2022-03-07T18:16,42442.14,24399.65,8.00,8.00,0.00,7.0,15.7,42.8,356,12.96,2.37
2022-03-08,0,20.0,5.3,12.0,19.6,2.6,10.1,2022-03-08T06:28,2022-03-08T18:17,42530.09,39290.68,0.00,0.00,0.00,0.0,10.5,30.6,31,23.11,3.74
2022-03-09,0,22.0,5.2,13.6,21.8,2.6,12.3,2022-03-09T06:27,2022-03-09T18:17,42618.46,39320.87,0.00,0.00,0.00,0.0,10.3,22.3,44,22.95,3.96
2022-03-10,0,22.6,8.3,15.7,23.1,6.8,15.3,2022-03-10T06:26,2022-03-10T18:18,42707.21,39350.64,0.00,0.00,0.00,0.0,8.8,24.1,185,21.96,3.88
2022-03-11,0,24.5,11.6,17.9,26.0,10.6,18.1,2022-03-11T06:25,2022-03-11T18:18,42796.27,39380.02,0.00,0.00,0.00,0.0,7.6,17.3,191,20.81,3.80
2022-03-12,0,26.7,13.2,18.9,27.8,13.5,19.4,2022-03-12T06:24,2022-03-12T18:19,42885.58,39409.04,0.00,0.00,0.00,0.0,10.4,26.3,191,22.19,4.32
2022-03-13,51,26.1,13.2,20.0,27.2,12.8,21.0,2022-03-13T06:23,2022-03-13T18:19,42975.07,39079.20,0.30,0.30,0.00,3.0,12.5,34.2,226,17.23,3.38
2022-03-14,51,26.7,15.8,21.3,29.1,16.4,23.2,2022-03-14T06:22,2022-03-14T18:20,43064.69,39466.09,0.40,0.40,0.00,3.0,6.6,20.9,207,18.48,3.62
2022-03-15,51,27.0,15.1,21.1,29.6,15.6,23.2,2022-03-15T06:21,2022-03-15T18:20,43154.37,39494.18,0.20,0.20,0.00,2.0,10.0,25.9,217,18.14,3.59
2022-03-16,51,27.6,16.1,21.2,29.4,17.3,23.0,2022-03-16T06:20,2022-03-16T18:21,43244.06,30931.95,0.80,0.80,0.00,6.0,10.1,28.1,188,16.43,3.46
2022-03-17,51,26.6,17.6,20.8,27.9,19.0,22.4,2022-03-17T06:19,2022-03-17T18:21,43333.69,30785.02,1.70,1.70,0.00,9.0,18.1,51.1,220,15.43,3.12
2022-03-18,51,26.4,15.5,19.8,28.0,16.5,20.9,2022-03-18T06:18,2022-03-18T18:21,43423.20,35450.54,0.10,0.10,0.00,1.0,11.4,31.7,14,18.05,3.46
2022-03-19,2,27.7,15.3,20.7,29.8,15.9,21.8,2022-03-19T06:17,2022-03-19T18:22,43512.54,39984.39,0.00,0.00,0.00,0.0,11.8,31.3,200,20.56,4.12
2022-03-20,51,25.3,16.1,20.1,25.9,17.5,21.6,2022-03-20T06:16,2022-03-20T18:22,43601.64,18230.76,0.40,0.40,0.00,3.0,13.5,36.7,198,12.25,2.57
2022-03-21,51,25.3,18.6,21.2,27.5,20.8,23.4,2022-03-21T06:15,2022-03-21T18:23,43690.44,24771.95,0.80,0.80,0.00,6.0,15.9,45.7,193,13.16,2.57
2022-03-22,63,24.9,15.8,20.4,26.6,16.8,22.6,2022-03-22T06:14,2022-03-22T18:23,43778.88,6242.56,23.60,23.60,0.00,16.0,16.4,48.2,197,7.91,1.59
2022-03-23,63,16.8,14.5,15.3,16.6,13.9,15.2,2022-03-23T06:13,2022-03-23T18:24,43866.90,0.00,10.40,10.40,0.00,10.0,10.7,30.2,38,6.84,1.31
2022-03-24,63,18.7,13.4,15.9,19.7,14.1,16.9,2022-03-24T06:12,2022-03-24T18:24,43954.44,779.09,14.30,14.30,0.00,20.0,7.0,20.5,217,6.79,1.31
2022-03-25,61,21.9,15.3,18.7,24.4,16.4,20.5,2022-03-25T06:11,2022-03-25T18:25,44042.04,0.00,15.00,15.00,0.00,20.0,13.4,48.6,215,4.41,0.85
2022-03-26,65,26.7,19.5,21.9,30.1,21.1,25.2,2022-03-26T06:10,2022-03-26T18:25,44129.94,20097.77,54.50,54.50,0.00,20.0,11.0,34.6,218,11.90,2.35
2022-03-27,63,18.8,14.4,16.7,20.4,14.7,17.3,2022-03-27T06:09,2022-03-27T18:25,44218.09,0.00,15.70,15.70,0.00,18.0,11.0,27.7,32,4.94,1.00
2022-03-28,61,14.1,10.9,12.3,13.9,9.5,11.4,2022-03-28T06:07,2022-03-28T18:26,44306.44,0.00,9.40,9.40,0.00,17.0,11.8,30.6,27,4.92,0.81
2022-03-29,51,23.8,8.9,16.4,26.3,7.5,16.9,2022-03-29T06:06,2022-03-29T18:26,44394.92,23552.77,0.80,0.80,0.00,5.0,10.4,28.8,4,15.80,2.90
2022-03-30,53,27.2,14.4,20.2,30.7,15.1,22.5,2022-03-30T06:05,2022-03-30T18:27,44483.48,32310.18,1.20,1.20,0.00,5.0,9.5,25.6,81,17.34,3.33
2022-03-31,63,26.5,17.4,21.3,30.6,19.8,24.5,2022-03-31T06:04,2022-03-31T18:27,44572.06,27140.58,22.10,22.10,0.00,20.0,9.2,29.5,223,14.40,2.80
2022-04-01,53,19.9,11.7,14.7,22.7,9.7,13.6,2022-04-01T06:03,2022-04-01T18:28,44660.61,773.65,2.20,2.20,0.00,12.0,15.6,39.2,31,6.70,1.44
2022-04-02,55,11.7,9.3,10.5,9.6,6.8,7.9,2022-04-02T06:02,2022-04-02T18:28,44749.07,2135.99,2.60,2.60,0.00,9.0,17.3,45.0,35,6.15,1.28
2022-04-03,3,20.4,8.5,13.7,18.6,5.9,11.4,2022-04-03T06:01,2022-04-03T18:29,44837.38,39774.89,0.00,0.00,0.00,0.0,14.6,41.4,42,25.44,4.47
2022-04-04,0,21.4,7.1,13.8,20.8,4.6,12.0,2022-04-04T06:00,2022-04-04T18:29,44925.48,41834.38,0.00,0.00,0.00,0.0,10.6,30.6,38,25.68,4.42
2022-04-05,1,25.3,7.6,16.6,27.2,5.5,16.7,2022-04-05T05:59,2022-04-05T18:29,45013.31,41895.25,0.00,0.00,0.00,0.0,7.2,17.6,99,24.07,4.38
2022-04-06,51,23.7,11.5,18.0,25.4,10.9,18.5,2022-04-06T05:58,2022-04-06T18:30,45100.82,31422.87,0.10,0.10,0.00,1.0,8.7,26.3,72,18.05,3.40
2022-04-07,51,24.8,12.2,18.6,25.3,12.0,19.1,2022-04-07T05:57,2022-04-07T18:30,45187.93,41452.63,0.10,0.10,0.00,1.0,13.4,37.1,38,22.48,4.21
2022-04-08,0,25.1,11.2,18.0,24.7,10.1,17.2,2022-04-08T05:56,2022-04-08T18:31,45274.59,42074.78,0.00,0.00,0.00,0.0,10.6,31.3,45,25.91,4.99
2022-04-09,0,25.8,10.0,17.6,25.5,7.7,16.4,2022-04-09T05:55,2022-04-09T18:31,45360.73,42133.33,0.00,0.00,0.00,0.0,10.6,24.1,51,26.22,5.08
2022-04-10,0,27.5,14.3,20.2,29.4,14.3,21.0,2022-04-10T05:54,2022-04-10T18:32,45446.31,42191.09,0.00,0.00,0.00,0.0,10.4,25.6,206,24.45,4.80
2022-04-11,3,28.1,17.3,22.4,30.8,18.0,24.0,2022-04-11T05:53,2022-04-11T18:32,45531.24,42124.66,0.00,0.00,0.00,0.0,8.2,24.8,189,19.04,3.89
2022-04-12,51,28.9,18.7,23.1,32.3,20.5,25.6,2022-04-12T05:52,2022-04-12T18:32,45615.46,41970.02,0.20,0.20,0.00,2.0,10.1,28.1,195,19.83,4.11
2022-04-13,65,28.1,16.4,21.2,29.6,17.6,23.2,2022-04-13T05:51,2022-04-13T18:33,45698.93,38145.81,11.70,11.70,0.00,9.0,20.2,51.5,213,19.37,3.77
2022-04-14,3,26.3,15.0,20.2,27.8,14.5,20.9,2022-04-14T05:50,2022-04-14T18:33,45782.13,33012.31,0.00,0.00,0.00,0.0,12.7,37.8,32,20.06,3.99
2022-04-15,3,23.8,15.5,19.8,25.3,16.1,21.1,2022-04-15T05:49,2022-04-15T18:34,45865.31,11592.37,0.00,0.00,0.00,0.0,5.8,17.3,351,10.52,2.21
2022-04-16,51,19.5,14.0,17.0,19.3,13.8,17.2,2022-04-16T05:49,2022-04-16T18:34,45948.41,0.00,2.10,2.10,0.00,12.0,7.9,19.4,34,6.62,1.55
2022-04-17,51,20.6,12.8,16.2,21.5,12.5,16.5,2022-04-17T05:48,2022-04-17T18:35,46031.37,2803.38,0.30,0.30,0.00,3.0,8.0,19.4,16,8.70,1.78
2022-04-18,61,21.3,15.5,18.0,23.1,16.3,19.4,2022-04-18T05:47,2022-04-18T18:35,46114.14,0.00,3.10,3.10,0.00,9.0,10.4,28.8,43,7.05,1.50
2022-04-19,63,18.4,14.3,15.9,19.0,14.4,16.4,2022-04-19T05:46,2022-04-19T18:36,46196.66,0.00,10.50,10.50,0.00,12.0,9.9,25.6,31,6.76,1.33
2022-04-20,63,17.9,14.5,16.1,19.0,15.6,17.5,2022-04-20T05:45,2022-04-20T18:36,46278.85,0.00,18.20,18.20,0.00,23.0,7.6,21.6,231,4.27,0.88
2022-04-21,51,25.8,16.3,20.4,27.8,17.7,22.2,2022-04-21T05:44,2022-04-21T18:37,46360.67,30384.93,1.50,1.50,0.00,10.0,14.0,37.8,204,16.82,3.29
2022-04-22,55,27.2,18.3,22.4,29.7,20.6,25.2,2022-04-22T05:43,2022-04-22T18:37,46442.05,29932.63,1.70,1.70,0.00,5.0,9.7,31.0,210,15.40,3.14
2022-04-23,63,28.0,18.1,22.7,31.0,20.5,25.6,2022-04-23T05:42,2022-04-23T18:38,46522.93,42419.72,7.30,7.30,0.00,13.0,15.0,44.6,229,19.95,3.92
2022-04-24,55,28.5,18.4,23.1,32.8,20.7,26.6,2022-04-24T05:41,2022-04-24T18:38,46603.23,36882.07,2.10,2.10,0.00,6.0,11.0,35.3,204,17.02,3.39
2022-04-25,61,29.3,21.2,23.8,32.4,24.2,27.1,2022-04-25T05:41,2022-04-25T18:39,46682.90,31787.05,4.10,4.10,0.00,11.0,18.0,51.8,207,17.94,3.56
2022-04-26,51,29.3,20.6,24.2,32.7,23.7,27.2,2022-04-26T05:40,2022-04-26T18:39,46761.88,35719.34,1.30,1.30,0.00,6.0,18.2,53.6,218,17.10,3.62
2022-04-27,53,29.1,21.5,24.1,33.8,25.0,27.9,2022-04-27T05:39,2022-04-27T18:40,46840.07,29436.07,2.30,2.30,0.00,11.0,13.3,38.2,216,16.57,3.38
2022-04-28,51,29.4,21.2,24.5,32.2,25.0,27.7,2022-04-28T05:38,2022-04-28T18:40,46917.43,26203.86,1.50,1.50,0.00,12.0,15.5,44.6,205,15.83,3.47
2022-04-29,63,28.1,20.9,23.7,35.7,24.1,28.0,2022-04-29T05:37,2022-04-29T18:40,46993.88,23248.19,10.40,10.40,0.00,14.0,10.4,27.7,185,13.42,2.74
2022-04-30,55,24.4,20.1,21.8,27.1,23.0,24.9,2022-04-30T05:37,2022-04-30T18:41,47069.35,308.30,3.80,3.80,0.00,12.0,9.0,25.9,227,8.07,1.72
2022-05-01,61,20.2,13.9,17.1,22.3,13.5,17.7,2022-05-01T05:36,2022-05-01T18:41,47143.77,0.00,12.00,12.00,0.00,22.0,13.9,35.3,33,5.42,1.07
2022-05-02,61,18.0,12.9,15.0,16.9,11.8,14.1,2022-05-02T05:35,2022-05-02T18:42,47217.05,3194.54,9.40,9.40,0.00,13.0,16.3,42.1,34,9.75,1.76
2022-05-03,2,23.9,12.4,17.5,24.4,11.3,16.9,2022-05-03T05:34,2022-05-03T18:42,47289.14,43414.09,0.00,0.00,0.00,0.0,13.1,36.4,39,26.11,4.77
2022-05-04,3,25.8,13.4,19.7,27.3,11.8,19.9,2022-05-04T05:34,2022-05-04T18:43,47360.49,42507.85,0.00,0.00,0.00,0.0,10.5,29.5,32,25.20,4.87
2022-05-05,1,27.7,14.3,21.3,31.0,14.5,23.2,2022-05-05T05:33,2022-05-05T18:43,47431.33,41441.73,0.00,0.00,0.00,0.0,8.4,18.0,90,25.55,4.94
2022-05-06,3,27.0,17.0,21.7,28.2,18.4,23.5,2022-05-06T05:32,2022-05-06T18:44,47501.61,36022.51,0.00,0.00,0.00,0.0,7.1,21.6,194,17.55,3.48
2022-05-07,61,26.9,17.5,22.0,29.9,19.9,25.2,2022-05-07T05:32,2022-05-07T18:45,47571.24,23073.59,8.60,8.60,0.00,12.0,6.2,20.9,65,14.21,2.90
2022-05-08,63,22.5,19.0,20.4,26.3,21.9,23.7,2022-05-08T05:31,2022-05-08T18:45,47640.19,212.81,12.00,12.00,0.00,17.0,7.1,21.2,244,7.37,1.42
2022-05-09,61,26.3,19.0,21.7,30.2,21.9,24.7,2022-05-09T05:30,2022-05-09T18:46,47708.38,26128.58,6.80,6.80,0.00,15.0,11.2,36.0,215,15.32,2.98
2022-05-10,63,24.6,19.3,21.1,26.7,22.3,24.1,2022-05-10T05:30,2022-05-10T18:46,47775.74,3600.00,18.20,18.20,0.00,15.0,13.2,36.7,200,8.86,1.72
2022-05-11,65,27.1,19.1,22.2,32.3,21.8,25.8,2022-05-11T05:29,2022-05-11T18:47,47842.22,15262.85,24.80,24.80,0.00,16.0,13.2,38.5,207,12.50,2.42
2022-05-12,63,24.5,20.8,22.0,28.3,24.8,25.9,2022-05-12T05:29,2022-05-12T18:47,47907.75,0.00,38.60,38.60,0.00,24.0,10.2,29.2,200,7.03,1.44
2022-05-13,63,25.1,20.6,22.2,29.4,23.8,26.1,2022-05-13T05:28,2022-05-13T18:48,47972.26,6426.25,28.60,28.60,0.00,17.0,10.0,28.1,198,7.53,1.51
2022-05-14,61,24.4,19.6,21.3,30.0,22.0,24.5,2022-05-14T05:28,2022-05-14T18:48,48035.68,2908.64,14.70,14.70,0.00,23.0,9.9,24.8,22,8.25,1.71
2022-05-15,61,19.9,15.7,18.6,22.6,16.2,20.7,2022-05-15T05:27,2022-05-15T18:49,48097.95,0.00,12.60,12.60,0.00,23.0,10.0,26.6,12,5.13,1.01
2022-05-16,53,16.6,13.5,15.0,16.2,13.1,14.6,2022-05-16T05:27,2022-05-16T18:49,48158.99,661.49,3.40,3.40,0.00,12.0,13.8,36.0,40,6.89,1.25
2022-05-17,2,24.4,11.3,17.5,25.0,10.4,17.1,2022-05-17T05:26,2022-05-17T18:50,48218.74,43383.12,0.00,0.00,0.00,0.0,10.8,31.3,34,26.60,4.80
2022-05-18,1,27.3,12.4,19.5,29.7,12.1,20.0,2022-05-18T05:26,2022-05-18T18:50,48277.12,43599.27,0.00,0.00,0.00,0.0,10.1,28.4,51,28.34,5.37
