latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.13181,117.08737,371.0,28800,Asia/Shanghai,CST

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2023-04-12,63,27.3,16.8,21.4,32.2,18.1,24.7,2023-04-12T05:53,2023-04-12T18:32,45590.61,34501.91,5.50,5.50,0.00,10.0,6.7,22.0,148,17.69,3.41
2023-04-13,51,25.7,17.0,21.5,27.7,18.5,23.8,2023-04-13T05:52,2023-04-13T18:33,45675.54,30835.62,0.50,0.50,0.00,3.0,12.3,33.8,184,15.57,3.12
2023-04-14,53,28.2,16.4,22.0,31.0,18.1,24.3,2023-04-14T05:51,2023-04-14T18:33,45760.31,40772.21,0.70,0.70,0.00,3.0,16.0,44.3,225,22.01,4.39
2023-04-15,51,27.7,18.0,22.3,30.3,20.2,24.3,2023-04-15T05:50,2023-04-15T18:34,45844.88,42065.85,0.20,0.20,0.00,2.0,12.9,37.8,21,23.04,4.59
2023-04-16,3,29.7,16.1,22.7,31.7,17.5,24.2,2023-04-16T05:49,2023-04-16T18:34,45929.17,41927.86,0.00,0.00,0.00,0.0,10.1,28.8,205,25.43,5.26
2023-04-17,1,30.3,15.8,23.1,33.4,16.3,24.8,2023-04-17T05:48,2023-04-17T18:35,46013.13,42563.58,0.00,0.00,0.00,0.0,10.1,29.5,190,25.28,5.26
2023-04-18,53,25.3,20.6,22.8,28.3,23.6,26.1,2023-04-18T05:47,2023-04-18T18:35,46096.69,6923.30,4.30,4.30,0.00,15.0,14.1,43.9,188,10.25,2.05
2023-04-19,65,22.6,18.9,21.2,26.5,21.6,24.4,2023-04-19T05:46,2023-04-19T18:36,46179.79,931.79,33.40,33.40,0.00,22.0,12.7,40.3,204,6.92,1.29
2023-04-20,51,28.2,17.7,22.2,31.8,19.9,25.2,2023-04-20T05:45,2023-04-20T18:36,46262.37,38976.64,1.00,1.00,0.00,5.0,8.2,26.3,213,20.27,4.04
2023-04-21,51,27.0,19.5,22.4,30.7,22.5,25.3,2023-04-21T05:44,2023-04-21T18:37,46344.36,33788.18,1.80,1.80,0.00,11.0,11.5,32.0,198,17.94,3.61
2023-04-22,3,27.3,18.3,22.2,30.6,19.7,24.6,2023-04-22T05:43,2023-04-22T18:37,46425.70,19705.11,0.00,0.00,0.00,0.0,10.5,28.4,194,14.84,3.21
2023-04-23,51,28.0,17.7,22.3,31.7,19.4,25.0,2023-04-23T05:42,2023-04-23T18:37,46506.31,37196.46,0.40,0.40,0.00,2.0,10.8,31.3,225,17.58,3.54
2023-04-24,63,26.2,19.6,21.8,30.8,21.9,25.3,2023-04-24T05:42,2023-04-24T18:38,46586.13,23365.10,13.70,13.70,0.00,13.0,7.7,22.7,145,13.95,2.71
2023-04-25,53,23.3,15.6,19.4,25.4,14.9,21.0,2023-04-25T05:41,2023-04-25T18:38,46665.09,6600.38,2.70,2.70,0.00,11.0,9.7,25.2,2,8.93,1.91
2023-04-26,53,21.0,12.4,16.5,22.2,10.7,16.6,2023-04-26T05:40,2023-04-26T18:39,46743.12,7795.60,1.50,1.50,0.00,6.0,13.1,36.4,39,10.57,2.05
2023-04-27,51,25.4,14.0,19.6,27.9,14.8,20.9,2023-04-27T05:39,2023-04-27T18:39,46820.14,38439.25,0.10,0.10,0.00,1.0,9.6,25.9,222,21.46,4.10
2023-04-28,51,26.7,15.9,21.3,28.4,17.2,23.2,2023-04-28T05:38,2023-04-28T18:40,46896.10,42020.24,0.40,0.40,0.00,1.0,13.8,37.8,219,19.95,3.92
2023-04-29,61,25.3,17.6,21.3,28.0,18.1,23.9,2023-04-29T05:38,2023-04-29T18:40,46971.47,15942.31,6.80,6.80,0.00,10.0,10.5,31.3,231,12.84,2.51
2023-04-30,53,23.0,15.2,18.5,26.0,15.3,19.8,2023-04-30T05:37,2023-04-30T18:41,47046.47,17257.93,0.90,0.90,0.00,3.0,9.7,25.9,22,11.85,2.30
2023-05-01,51,25.4,14.0,20.0,27.1,14.7,21.1,2023-05-01T05:36,2023-05-01T18:41,47121.05,33544.63,0.10,0.10,0.00,1.0,9.9,24.1,15,17.35,3.49
2023-05-02,3,30.3,14.2,21.0,32.6,14.2,22.0,2023-05-02T05:35,2023-05-02T18:42,47195.15,43239.57,0.00,0.00,0.00,0.0,15.1,43.9,155,22.22,4.48
2023-05-03,51,28.8,17.4,23.0,30.2,18.7,25.0,2023-05-03T05:35,2023-05-03T18:42,47268.71,30861.69,0.30,0.30,0.00,3.0,17.9,47.9,204,16.56,3.66
2023-05-04,51,30.2,21.5,25.1,32.2,24.5,27.7,2023-05-04T05:34,2023-05-04T18:43,47341.66,36000.00,0.10,0.10,0.00,1.0,20.0,51.8,207,19.50,4.34
2023-05-05,53,29.1,21.6,24.9,32.4,25.3,28.4,2023-05-05T05:33,2023-05-05T18:43,47413.94,36035.77,1.50,1.50,0.00,6.0,17.8,48.6,215,18.99,3.92
2023-05-06,63,30.1,21.0,24.1,34.3,24.2,27.6,2023-05-06T05:33,2023-05-06T18:44,47485.48,22465.98,9.20,9.20,0.00,12.0,16.3,50.8,215,15.21,3.15
2023-05-07,51,29.5,21.6,24.7,34.8,23.8,28.2,2023-05-07T05:32,2023-05-07T18:44,47556.21,37624.43,0.70,0.70,0.00,4.0,11.2,30.6,347,19.65,4.19
2023-05-08,63,23.3,18.8,21.0,25.3,20.7,22.8,2023-05-08T05:31,2023-05-08T18:45,47626.09,3677.51,4.90,4.90,0.00,9.0,11.7,30.6,30,10.74,2.23
2023-05-09,51,24.1,18.6,20.8,26.3,19.7,22.4,2023-05-09T05:31,2023-05-09T18:45,47695.02,7200.00,0.90,0.90,0.00,5.0,8.8,22.7,10,10.26,2.21
2023-05-10,51,26.9,16.5,21.6,30.5,18.3,23.3,2023-05-10T05:30,2023-05-10T18:46,47762.94,34863.59,0.60,0.60,0.00,3.0,9.1,22.7,196,17.26,3.56
2023-05-11,63,23.4,17.7,20.3,25.8,19.8,22.9,2023-05-11T05:29,2023-05-11T18:46,47829.78,4594.61,12.10,12.10,0.00,14.0,9.3,26.3,205,9.64,1.96
2023-05-12,53,23.6,19.2,20.9,27.4,22.1,24.2,2023-05-12T05:29,2023-05-12T18:47,47895.47,1504.44,2.50,2.50,0.00,13.0,6.4,16.2,73,7.66,1.58
2023-05-13,51,25.0,18.1,21.2,27.2,20.2,23.4,2023-05-13T05:28,2023-05-13T18:48,47959.94,27529.87,0.10,0.10,0.00,1.0,6.9,21.2,20,16.15,3.18
2023-05-14,53,23.1,18.1,20.5,25.0,20.1,22.9,2023-05-14T05:28,2023-05-14T18:48,48023.11,183.08,1.50,1.50,0.00,6.0,4.3,14.4,208,7.21,1.57
2023-05-15,3,28.3,18.4,23.0,31.0,20.4,25.6,2023-05-15T05:27,2023-05-15T18:49,48084.91,28256.31,0.00,0.00,0.00,0.0,9.5,27.0,208,22.09,4.53
2023-05-16,53,28.8,17.9,23.0,31.3,19.6,25.6,2023-05-16T05:27,2023-05-16T18:49,48145.27,36782.63,1.90,1.90,0.00,9.0,12.9,35.6,200,17.46,3.65
2023-05-17,61,28.0,21.3,23.6,32.1,24.5,27.2,2023-05-17T05:26,2023-05-17T18:50,48204.10,33614.73,9.00,9.00,0.00,15.0,14.5,46.1,206,15.56,2.96
2023-05-18,61,28.7,22.3,24.5,32.9,26.2,28.7,2023-05-18T05:26,2023-05-18T18:50,48261.34,29033.11,4.00,4.00,0.00,15.0,10.9,35.3,213,14.83,3.00
2023-05-19,61,31.2,19.5,24.8,36.0,22.3,29.1,2023-05-19T05:25,2023-05-19T18:51,48317.37,40511.54,4.50,4.50,0.00,8.0,14.8,37.8,235,23.68,4.87
2023-05-20,63,28.5,22.4,24.6,33.3,26.6,29.0,2023-05-20T05:25,2023-05-20T18:51,48372.38,32400.00,5.40,5.40,0.00,11.0,13.2,37.1,206,18.40,3.71
2023-05-21,63,30.7,22.4,24.8,36.1,26.3,29.0,2023-05-21T05:25,2023-05-21T18:52,48426.32,32610.17,7.50,7.50,0.00,10.0,16.2,46.1,212,20.71,4.07
2023-05-22,61,27.4,22.7,24.6,32.2,27.0,29.1,2023-05-22T05:24,2023-05-22T18:52,48479.14,16826.04,8.40,8.40,0.00,15.0,16.8,49.3,225,13.44,2.64
2023-05-23,61,26.2,19.4,22.5,30.2,21.6,25.7,2023-05-23T05:24,2023-05-23T18:53,48530.79,31935.16,5.80,5.80,0.00,12.0,10.5,29.2,55,15.04,2.93
2023-05-24,51,27.6,19.1,22.8,31.5,21.4,25.7,2023-05-24T05:24,2023-05-24T18:53,48581.21,30092.77,1.40,1.40,0.00,8.0,15.9,47.2,225,17.47,3.46
2023-05-25,63,30.0,20.7,24.4,35.6,24.4,28.6,2023-05-25T05:23,2023-05-25T18:54,48630.35,31682.34,8.90,8.90,0.00,7.0,12.0,31.7,212,20.32,4.18
2023-05-26,51,30.5,22.1,25.8,35.8,26.9,30.6,2023-05-26T05:23,2023-05-26T18:54,48678.15,35050.14,0.80,0.80,0.00,7.0,9.8,28.4,194,21.02,4.36
2023-05-27,51,31.3,23.3,26.5,37.1,28.0,31.3,2023-05-27T05:23,2023-05-27T18:55,48724.55,39801.79,0.50,0.50,0.00,5.0,8.5,25.9,201,23.41,4.91
2023-05-28,51,31.7,21.9,26.6,38.0,26.4,31.6,2023-05-28T05:22,2023-05-28T18:55,48769.51,32522.75,0.50,0.50,0.00,4.0,5.1,15.1,282,20.75,4.37
2023-05-29,3,33.7,21.3,27.4,39.1,25.2,32.2,2023-05-29T05:22,2023-05-29T18:56,48812.97,42392.71,0.00,0.00,0.00,0.0,7.5,24.1,56,27.23,5.85
2023-05-30,51,35.0,23.4,28.9,39.3,27.4,33.0,2023-05-30T05:22,2023-05-30T18:56,48854.87,44560.18,0.10,0.10,0.00,1.0,11.0,32.0,34,27.68,6.38
2023-05-31,51,34.4,23.7,28.4,39.6,27.9,32.9,2023-05-31T05:22,2023-05-31T18:57,48895.14,44070.70,0.40,0.40,0.00,1.0,11.0,34.2,39,26.30,5.81
2023-06-01,63,31.9,22.5,27.2,39.1,27.1,32.6,2023-06-01T05:22,2023-06-01T18:57,48933.75,44171.21,3.70,3.70,0.00,7.0,6.9,27.7,137,23.25,4.93
2023-06-02,53,33.0,22.0,27.2,39.8,26.2,32.6,2023-06-02T05:21,2023-06-02T18:58,48970.63,39924.63,2.20,2.20,0.00,7.0,6.5,19.8,145,21.51,4.59
2023-06-03,53,31.3,23.3,26.7,37.5,27.9,32.2,2023-06-03T05:21,2023-06-03T18:58,49005.73,43176.96,3.90,3.90,0.00,14.0,8.5,24.5,170,19.09,4.01
2023-06-04,63,31.0,23.6,26.1,36.8,28.9,31.7,2023-06-04T05:21,2023-06-04T18:58,49038.98,38453.22,13.40,13.40,0.00,13.0,10.1,27.0,210,20.12,4.20
2023-06-05,53,32.3,23.2,26.7,37.3,28.3,31.6,2023-06-05T05:21,2023-06-05T18:59,49070.33,42250.40,2.40,2.40,0.00,12.0,10.9,31.3,209,23.97,5.06
2023-06-06,61,31.8,22.3,25.8,37.3,26.4,30.6,2023-06-06T05:21,2023-06-06T18:59,49099.73,40538.97,3.70,3.70,0.00,9.0,10.3,34.6,210,21.27,4.42
2023-06-07,61,30.2,22.5,25.7,35.6,27.1,30.7,2023-06-07T05:21,2023-06-07T19:00,49127.12,35826.47,6.00,6.00,0.00,14.0,13.5,36.0,213,18.96,3.85
2023-06-08,61,30.5,22.8,25.7,35.5,27.6,30.5,2023-06-08T05:21,2023-06-08T19:00,49152.69,32555.80,5.10,5.10,0.00,12.0,13.5,37.1,218,18.24,3.81
2023-06-09,63,29.7,22.6,24.8,35.3,27.0,29.9,2023-06-09T05:21,2023-06-09T19:00,49176.54,18060.26,21.20,21.20,0.00,21.0,15.1,38.9,213,14.73,3.04
2023-06-10,65,27.3,21.7,24.5,33.9,25.5,29.7,2023-06-10T05:21,2023-06-10T19:01,49198.64,15796.14,29.80,29.80,0.00,17.0,6.1,18.7,299,12.55,2.58
2023-06-11,3,30.6,20.0,25.3,34.1,23.3,28.9,2023-06-11T05:21,2023-06-11T19:01,49219.00,43830.80,0.00,0.00,0.00,0.0,10.7,30.2,34,21.08,4.45
2023-06-12,3,32.8,22.5,27.0,37.6,27.3,31.5,2023-06-12T05:21,2023-06-12T19:01,49237.58,45274.78,0.00,0.00,0.00,0.0,9.7,24.5,41,26.79,5.68
2023-06-13,63,29.6,22.7,25.1,36.6,27.7,30.4,2023-06-13T05:21,2023-06-13T19:02,49254.38,33824.38,12.30,12.30,0.00,11.0,12.8,32.8,270,16.16,3.28
2023-06-14,65,28.2,22.9,24.4,33.8,27.6,29.3,2023-06-14T05:21,2023-06-14T19:02,49269.39,18000.00,19.70,19.70,0.00,22.0,14.3,36.4,10,12.47,2.52
2023-06-15,61,27.4,22.4,24.2,32.7,26.7,29.1,2023-06-15T05:21,2023-06-15T19:03,49282.59,10291.46,9.60,9.60,0.00,20.0,6.8,24.8,28,11.14,2.31
2023-06-16,63,27.4,21.8,24.0,32.2,25.3,28.3,2023-06-16T05:21,2023-06-16T19:03,49293.96,8303.70,20.90,20.90,0.00,13.0,11.6,32.4,109,9.98,2.05
2023-06-17,51,26.7,22.9,24.4,30.1,27.5,28.7,2023-06-17T05:22,2023-06-17T19:03,49303.51,7589.73,2.20,2.20,0.00,12.0,13.9,41.4,206,9.85,2.06
2023-06-18,53,29.1,22.8,24.9,33.2,27.2,29.5,2023-06-18T05:22,2023-06-18T19:03,49311.21,19089.65,4.50,4.50,0.00,15.0,17.8,51.1,213,13.87,2.79
2023-06-19,51,31.0,23.0,26.1,36.7,27.4,30.7,2023-06-19T05:22,2023-06-19T19:04,49317.06,37475.12,1.20,1.20,0.00,8.0,16.1,51.1,215,22.00,4.47
2023-06-20,51,31.7,23.5,27.4,37.1,28.1,32.2,2023-06-20T05:22,2023-06-20T19:04,49321.04,41984.52,0.90,0.90,0.00,7.0,16.0,42.1,222,24.59,5.19
2023-06-21,61,32.0,24.2,26.9,38.2,29.2,32.0,2023-06-21T05:22,2023-06-21T19:04,49323.14,37606.22,4.20,4.20,0.00,11.0,14.1,43.9,218,23.34,4.84
2023-06-22,55,31.5,23.7,26.6,38.1,28.6,31.8,2023-06-22T05:22,2023-06-22T19:04,49323.37,36622.03,3.90,3.90,0.00,12.0,13.5,42.5,218,20.97,4.39
2023-06-23,63,27.5,22.8,24.5,31.2,27.3,29.2,2023-06-23T05:23,2023-06-23T19:05,49321.70,1529.67,9.10,9.10,0.00,15.0,13.5,37.8,200,8.50,1.78
2023-06-24,61,28.0,22.2,24.4,33.7,26.5,28.8,2023-06-24T05:23,2023-06-24T19:05,49318.14,6710.22,5.60,5.60,0.00,12.0,15.6,46.1,204,10.79,2.29
2023-06-25,61,30.7,21.9,25.5,36.3,25.8,29.9,2023-06-25T05:23,2023-06-25T19:05,49312.67,43056.57,3.90,3.90,0.00,9.0,14.2,38.2,205,22.76,4.66
2023-06-26,63,29.6,22.1,24.9,34.8,26.3,29.6,2023-06-26T05:23,2023-06-26T19:05,49305.29,34207.68,12.50,12.50,0.00,10.0,12.6,34.2,203,18.49,3.70
2023-06-27,63,28.3,22.4,24.8,33.7,26.9,29.8,2023-06-27T05:24,2023-06-27T19:05,49295.99,19748.25,16.70,16.70,0.00,17.0,10.3,31.0,215,14.01,2.79
2023-06-28,51,32.2,22.1,26.0,38.8,26.7,31.1,2023-06-28T05:24,2023-06-28T19:05,49284.68,43382.00,0.80,0.80,0.00,5.0,11.6,32.8,213,22.58,4.72
2023-06-29,53,32.1,22.0,26.1,38.5,26.5,31.3,2023-06-29T05:24,2023-06-29T19:05,49271.32,35161.58,3.00,3.00,0.00,8.0,11.2,33.1,209,20.47,4.24
2023-06-30,51,30.5,23.8,26.7,35.5,28.9,32.0,2023-06-30T05:25,2023-06-30T19:05,49255.96,36338.16,1.40,1.40,0.00,7.0,11.6,32.8,208,19.53,4.05
2023-07-01,63,29.8,24.3,26.5,36.6,29.7,32.4,2023-07-01T05:25,2023-07-01T19:06,49238.63,35744.43,16.60,16.60,0.00,14.0,9.0,28.1,221,17.77,3.67
2023-07-02,55,30.2,24.0,26.3,35.3,29.1,31.5,2023-07-02T05:25,2023-07-02T19:06,49219.37,29757.12,4.40,4.40,0.00,13.0,11.3,33.1,203,16.69,3.50
2023-07-03,51,31.0,23.5,26.7,36.3,28.0,31.4,2023-07-03T05:26,2023-07-03T19:06,49198.23,40598.96,1.90,1.90,0.00,10.0,15.1,40.7,214,23.26,4.83
2023-07-04,61,30.2,22.9,26.0,34.9,27.1,30.4,2023-07-04T05:26,2023-07-04T19:06,49175.23,38376.85,4.40,4.40,0.00,11.0,16.8,48.2,214,21.16,4.26
2023-07-05,51,31.7,22.9,26.8,36.7,26.9,31.3,2023-07-05T05:26,2023-07-05T19:06,49150.44,43353.77,1.00,1.00,0.00,6.0,15.9,46.8,216,23.95,5.05
2023-07-06,51,32.4,23.7,27.9,37.0,28.3,32.1,2023-07-06T05:27,2023-07-06T19:05,49123.88,43931.43,0.30,0.30,0.00,3.0,17.8,45.4,218,23.83,5.38
2023-07-07,51,31.8,23.4,27.6,34.6,27.6,31.4,2023-07-07T05:27,2023-07-07T19:05,49095.59,45682.30,0.10,0.10,0.00,1.0,19.5,50.0,218,22.45,5.06
2023-07-08,51,33.5,23.0,27.8,36.8,27.1,31.8,2023-07-08T05:28,2023-07-08T19:05,49065.63,45678.56,0.10,0.10,0.00,1.0,18.2,47.2,217,26.51,5.88
2023-07-09,1,34.1,22.8,28.2,39.0,27.1,32.8,2023-07-09T05:28,2023-07-09T19:05,49034.02,45673.66,0.00,0.00,0.00,0.0,12.2,34.2,215,26.27,5.84
2023-07-10,1,34.4,23.1,28.6,40.1,27.3,33.5,2023-07-10T05:29,2023-07-10T19:05,49000.82,45667.59,0.00,0.00,0.00,0.0,9.4,28.4,208,26.34,5.86
2023-07-11,51,34.0,24.3,28.6,39.3,29.4,34.1,2023-07-11T05:29,2023-07-11T19:05,48966.06,45660.30,0.10,0.10,0.00,1.0,12.5,36.4,213,24.41,5.41
2023-07-12,3,34.1,23.8,28.5,38.7,29.3,33.2,2023-07-12T05:29,2023-07-12T19:05,48929.79,43312.40,0.00,0.00,0.00,0.0,10.0,29.9,218,26.82,5.98
2023-07-13,1,34.5,22.9,28.7,39.9,27.3,33.3,2023-07-13T05:30,2023-07-13T19:05,48892.04,45641.95,0.00,0.00,0.00,0.0,11.9,32.8,219,25.63,5.73
2023-07-14,51,36.0,24.0,29.2,42.5,29.1,34.7,2023-07-14T05:30,2023-07-14T19:04,48852.87,44403.59,0.20,0.20,0.00,1.0,9.1,30.2,220,24.92,5.57
2023-07-15,51,36.5,24.2,29.8,42.2,29.4,35.3,2023-07-15T05:31,2023-07-15T19:04,48812.31,45565.13,0.20,0.20,0.00,2.0,6.9,23.0,81,25.98,5.87
2023-07-16,63,34.3,24.1,27.4,40.6,29.9,33.4,2023-07-16T05:31,2023-07-16T19:04,48770.41,37729.66,16.50,16.50,0.00,16.0,9.6,28.4,40,21.59,4.60
2023-07-17,63,31.0,23.0,26.6,36.8,27.6,32.0,2023-07-17T05:32,2023-07-17T19:04,48727.19,39770.30,6.40,6.40,0.00,11.0,8.4,29.5,49,18.87,3.96
2023-07-18,61,31.7,23.9,26.9,37.5,29.4,32.4,2023-07-18T05:32,2023-07-18T19:03,48682.32,37007.88,4.50,4.50,0.00,12.0,11.7,31.7,97,19.47,4.16
2023-07-19,63,30.1,24.2,26.4,37.1,29.8,32.3,2023-07-19T05:33,2023-07-19T19:03,48635.68,25097.33,10.80,10.80,0.00,12.0,10.4,30.2,208,15.16,3.21
2023-07-20,63,32.3,23.5,27.1,38.6,28.8,32.8,2023-07-20T05:33,2023-07-20T19:03,48587.31,41544.04,5.30,5.30,0.00,6.0,8.9,28.1,220,21.58,4.60
2023-07-21,63,32.9,24.2,27.2,39.5,29.7,33.1,2023-07-21T05:33,2023-07-21T19:02,48537.31,31489.08,8.20,8.20,0.00,7.0,10.8,33.8,214,20.49,4.39
2023-07-22,3,31.3,24.0,27.1,36.0,28.9,32.2,2023-07-22T05:34,2023-07-22T19:02,48485.74,25698.65,0.00,0.00,0.00,0.0,9.8,27.7,203,15.83,3.47
2023-07-23,51,32.9,23.6,27.9,39.0,28.9,33.2,2023-07-23T05:34,2023-07-23T19:02,48432.67,39690.17,0.10,0.10,0.00,1.0,9.3,27.0,210,23.28,5.04
2023-07-24,53,32.8,23.7,27.2,38.4,29.0,32.6,2023-07-24T05:35,2023-07-24T19:01,48378.17,30277.28,1.00,1.00,0.00,3.0,7.9,24.5,227,19.34,4.20
2023-07-25,51,33.6,23.0,28.0,39.8,27.8,33.2,2023-07-25T05:35,2023-07-25T19:01,48322.31,43266.92,0.30,0.30,0.00,2.0,9.3,27.7,32,24.91,5.36
2023-07-26,53,32.8,23.8,27.7,37.7,27.1,31.1,2023-07-26T05:36,2023-07-26T19:00,48265.15,45222.36,1.30,1.30,0.00,6.0,19.0,50.8,32,21.63,5.15
2023-07-27,51,32.4,25.3,28.2,36.1,27.7,31.0,2023-07-27T05:36,2023-07-27T19:00,48206.77,36525.87,0.60,0.60,0.00,3.0,22.8,61.9,33,21.09,5.39
2023-07-28,63,26.9,24.1,25.5,33.4,27.9,30.0,2023-07-28T05:37,2023-07-28T18:59,48147.24,82.75,14.90,14.90,0.00,14.0,17.9,47.2,9,5.76,1.47
2023-07-29,53,29.5,22.9,25.6,34.9,27.6,30.7,2023-07-29T05:37,2023-07-29T18:59,48086.62,28372.76,2.20,2.20,0.00,11.0,13.0,36.4,197,16.03,3.29
2023-07-30,63,29.4,23.9,25.6,34.0,29.2,31.0,2023-07-30T05:38,2023-07-30T18:58,48024.98,15557.38,10.90,10.90,0.00,15.0,13.0,35.6,218,13.17,2.72
2023-07-31,61,30.5,22.9,25.6,36.4,28.1,31.2,2023-07-31T05:38,2023-07-31T18:58,47962.37,29732.76,4.80,4.80,0.00,10.0,10.9,33.1,210,16.36,3.41
2023-08-01,61,30.1,23.4,25.5,37.8,28.7,31.0,2023-08-01T05:39,2023-08-01T18:57,47898.87,18155.60,11.30,11.30,0.00,17.0,9.2,25.6,113,13.58,2.88
2023-08-02,51,33.1,22.5,27.4,39.4,27.0,33.0,2023-08-02T05:39,2023-08-02T18:56,47834.53,41590.03,1.80,1.80,0.00,8.0,6.4,20.5,63,24.16,5.18
2023-08-03,2,35.4,23.6,29.1,41.0,28.7,34.9,2023-08-03T05:40,2023-08-03T18:56,47769.42,43259.76,0.00,0.00,0.00,0.0,7.4,26.3,268,24.09,5.34
2023-08-04,51,34.9,23.4,29.3,41.4,28.5,34.7,2023-08-04T05:40,2023-08-04T18:55,47703.61,44076.21,0.20,0.20,0.00,2.0,10.3,30.2,234,25.70,5.82
2023-08-05,51,34.9,24.5,29.3,41.4,30.0,34.9,2023-08-05T05:41,2023-08-05T18:55,47637.14,44402.25,0.10,0.10,0.00,1.0,9.9,29.2,220,24.90,5.62
2023-08-06,63,34.7,24.1,28.7,40.4,29.1,34.5,2023-08-06T05:41,2023-08-06T18:54,47570.07,41975.88,2.80,2.80,0.00,3.0,8.9,28.1,208,23.14,5.09
2023-08-07,51,34.3,24.3,28.7,41.0,29.8,34.7,2023-08-07T05:42,2023-08-07T18:53,47501.95,43637.42,0.40,0.40,0.00,2.0,8.5,26.3,206,21.89,4.78
2023-08-08,65,33.9,24.8,27.3,40.9,30.3,33.6,2023-08-08T05:42,2023-08-08T18:52,47432.57,27652.36,20.30,20.30,0.00,8.0,6.3,26.6,207,16.34,3.51
2023-08-09,63,32.9,24.1,27.2,38.7,29.3,33.2,2023-08-09T05:42,2023-08-09T18:52,47362.02,38780.53,9.90,9.90,0.00,8.0,9.5,26.6,212,19.03,4.10
2023-08-10,63,29.9,23.1,26.1,36.7,27.8,31.9,2023-08-10T05:43,2023-08-10T18:51,47290.37,23409.74,7.00,7.00,0.00,9.0,6.6,24.8,187,15.08,3.15
2023-08-11,65,28.8,22.7,24.8,34.4,27.5,30.2,2023-08-11T05:43,2023-08-11T18:50,47217.68,11814.09,35.30,35.30,0.00,22.0,5.8,23.0,2,9.78,2.08
2023-08-12,53,29.7,22.9,25.5,33.9,28.0,30.5,2023-08-12T05:44,2023-08-12T18:49,47144.04,32151.11,4.00,4.00,0.00,17.0,13.3,34.6,213,17.39,3.60
2023-08-13,61,30.3,23.5,26.0,35.5,28.1,30.9,2023-08-13T05:44,2023-08-13T18:49,47069.50,40680.43,4.80,4.80,0.00,21.0,16.3,40.3,214,20.71,4.17
2023-08-14,61,30.6,23.8,26.7,36.1,28.7,31.8,2023-08-14T05:45,2023-08-14T18:48,46994.14,37109.68,4.30,4.30,0.00,11.0,12.1,35.3,222,19.74,4.14
2023-08-15,63,30.7,24.3,26.5,36.3,29.3,32.1,2023-08-15T05:45,2023-08-15T18:47,46918.02,28027.14,10.10,10.10,0.00,14.0,12.4,32.4,214,16.97,3.55
2023-08-16,65,31.2,23.6,26.3,38.1,28.8,32.3,2023-08-16T05:46,2023-08-16T18:46,46841.23,33226.27,23.70,23.70,0.00,16.0,8.4,24.8,203,17.60,3.63
2023-08-17,65,30.3,23.9,26.0,38.1,28.6,32.1,2023-08-17T05:46,2023-08-17T18:45,46763.80,31784.93,25.60,25.60,0.00,10.0,7.6,22.0,201,16.10,3.30
2023-08-18,61,31.4,23.5,26.5,38.5,28.7,32.2,2023-08-18T05:46,2023-08-18T18:44,46685.82,36108.10,2.50,2.50,0.00,9.0,6.1,33.5,76,20.46,4.24
2023-08-19,63,31.2,23.6,25.6,36.1,29.3,31.3,2023-08-19T05:47,2023-08-19T18:44,46607.35,22418.38,10.00,10.00,0.00,13.0,8.6,19.8,230,14.17,2.99
2023-08-20,63,28.4,22.6,25.0,33.5,27.6,30.0,2023-08-20T05:47,2023-08-20T18:43,46528.45,22002.52,6.20,6.20,0.00,11.0,9.3,28.8,215,14.09,2.90
2023-08-21,61,31.5,22.2,25.8,36.7,26.7,30.6,2023-08-21T05:48,2023-08-21T18:42,46449.17,29335.39,3.90,3.90,0.00,12.0,13.4,34.2,215,20.54,4.33
2023-08-22,55,30.7,23.0,25.6,36.5,27.7,30.8,2023-08-22T05:48,2023-08-22T18:41,46369.59,18352.16,8.10,8.10,0.00,20.0,11.4,34.2,212,14.04,2.98
2023-08-23,63,30.6,22.4,25.1,36.4,27.0,30.5,2023-08-23T05:49,2023-08-23T18:40,46289.76,24130.44,17.80,17.80,0.00,16.0,10.8,27.7,212,16.75,3.37
2023-08-24,63,30.3,23.0,25.6,36.2,28.2,31.2,2023-08-24T05:49,2023-08-24T18:39,46209.73,34429.75,7.90,7.90,0.00,12.0,7.3,25.9,239,17.31,3.57
2023-08-25,53,31.5,22.9,25.8,38.4,27.9,31.5,2023-08-25T05:49,2023-08-25T18:38,46129.58,27915.60,2.20,2.20,0.00,7.0,10.0,28.1,147,16.20,3.40
2023-08-26,65,31.1,22.4,25.5,37.6,27.2,31.1,2023-08-26T05:50,2023-08-26T18:37,46049.33,26364.40,20.20,20.20,0.00,15.0,9.0,27.4,201,16.91,3.53
2023-08-27,51,31.3,22.8,26.3,36.5,27.6,31.5,2023-08-27T05:50,2023-08-27T18:36,45968.52,30896.53,0.20,0.20,0.00,1.0,9.4,24.5,207,18.29,3.92
